Code,State,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS
11,Sikkim,25.02,34.94,197.75,0.15,10.3,11.87,227.6,0.03,11.04,17.75,182.92,0.01,15.64,23.67,158,0.02,12.57,16.23,190.26,0.03,14.99,20.07,224.97,0.01,15.81,24.3,217.19,0.04,13.36,18.65,175.21,0.1,23.6,21.67,203.63,0.05,15,24.72,209.51,0.38,15.6,21.26,185.3,0.11,15.14,19.23,195.57,0.02
12,Arunachal Pradesh,43.65,51.05,8.32,0.22,13.7,17.65,5.13,0.01,13.18,15.91,3.87,0.13,21.25,26.15,8.06,0.03,19.6,23.72,9.81,0.22,18.71,25.35,11.15,0.06,16.12,23.25,6.95,0.21,13.12,17.59,9.53,0.04,17.72,25.16,9.74,0.11,25.59,33.37,12.5,0.7,18.59,26.26,10.98,0.16,42.46,51.18,11.21,0.14
13,Nagaland,19.13,24.38,7.62,0.47,11.27,14.63,3.46,0.05,11.3,15.55,2.89,0.39,8.89,12.5,6.2,0.59,11.31,14.71,5.39,0.43,9.98,13.37,6.65,0.48,13.55,17.09,6.23,1.47,10.01,13.25,6.4,0.58,11.39,14.87,5.57,1.87,12.24,20.04,6.54,1.73,9.05,12.24,9.6,1.95,12.75,17.29,8.5,4.14
14,Manipur,43.43,55.39,3.61,0.25,7.71,10.53,3.37,0,8.64,11.06,2.11,0.04,14.09,19.84,3.19,0.27,15.84,23.2,5.43,0.04,11.86,17.52,3.32,0.12,27.23,32.93,4.02,0.06,12.13,17.94,5.33,0.1,17.84,25.02,4.7,0.3,16.13,20.82,7.26,0.09,14.12,19.52,5.02,0.13,22.18,32.82,4.36,0.28
15,Mizoram,22.14,30.1,5.09,0.01,4.94,6.89,2.89,0.01,5.79,7.92,3.64,0.02,6.94,11.38,2.64,0.03,5.89,8.05,1.97,0.03,7.5,10.91,1.11,0.05,12.52,15.97,3.31,0.04,8.9,12.03,2.05,0.02,7.42,10.24,1.91,0.03,11.99,17.51,5.09,0.17,9.65,12.26,2.29,0.03,14.24,19.98,2.54,0.01
16,Tripura,43.53,56.93,9.45,0.16,13.9,19.22,5.98,0.05,16.19,21.85,4.58,0.09,24.54,32.68,7.58,0.43,21.14,27.65,6.96,0.16,18.44,25.89,5.64,0.16,25.77,33.54,7.49,0.11,20.62,28.96,7.9,0.2,26.45,32.81,8.31,0.09,27,37.42,8.38,0.38,25.01,31.95,8.88,0.23,31.37,39.37,11.19,0.12
17,Meghalaya,39.67,46.35,119.67,0.43,14.23,16.75,93.14,0.21,13.98,17.26,73.46,0.15,21.9,28.98,70.1,0.12,22.64,27.6,66.95,2.17,22.62,29.24,67.53,0.14,23.58,27.08,89.3,0.24,27.05,35.63,89.21,0.31,21.86,27.12,99.16,0.49,26.95,35.6,83.27,0.49,31.25,38.37,130.2,0.74,28.52,36.69,112.22,3.49
18,Assam,376.46,457.33,269.04,47.76,218.68,294.68,234.72,21.53,187.91,235.16,208.82,29.93,281.4,355.61,225.69,19.26,273.32,338.02,315.81,31.63,267.6,346.91,321.57,31.84,496.23,590.72,304.34,33.98,283.65,373.69,300.15,34.04,289.08,377.66,315.23,32.66,308.7,421.33,292.88,39.47,311.91,401.63,250.85,43.41,345.94,445.56,285.95,37.15
19,West Bengal,"1,624.73","2,019.54","1,219.83",371.75,"1,007.05","1,322.10",842.2,418.86,820.11,"1,020.95",659.21,243.68,"1,061.18","1,346.36",924.37,130.77,"1,118.61","1,396.35",900.12,263.38,"1,126.13","1,412.85","1,007.64",231.67,"1,344.22","1,650.42",997.07,267.69,"1,263.58","1,558.69",954.87,305.6,"1,149.87","1,459.64",820.71,276.37,"1,329.17","1,675.91","1,140.81",328.37,"1,302.89","1,644.41","1,103.17",363.96,"1,353.23","1,656.69","1,169.80",291.92
20,Jharkhand,574.44,734.3,"1,103.59",543.93,300.81,382.32,841.35,488.51,316.16,391.82,843.62,479.94,365.12,482.49,792.87,415.92,377.7,492.92,911.71,384.14,349.19,434.86,"1,009.52",404.67,450.28,511.68,998.42,409.18,395.37,520.59,996.77,424.19,391.03,494.71,877.75,442.74,451.55,559.61,950.58,470.95,544.61,660.79,846.35,484.73,524.68,661.51,881.98,481.79
21,Odisha,952.43,"1,126.67","1,157.05",613.33,690.32,827.43,"1,094.70",584.3,743.16,858.83,842.65,555.27,927.52,"1,067.35","1,028.16",592.2,792.93,956.47,948.21,618.94,772.93,929.68,996.48,626.85,907.29,"1,053.48","1,005.50",627.07,"1,001.08","1,157.69","1,223.24",753.77,973.79,"1,118.65","1,267.63",720.07,965.92,"1,143.14","1,134.15",752.19,989.49,"1,152.37","1,223.92",735.71,"1,109.85","1,351.25","1,003.47",660.09
22,Chattisgarh,514.13,586.18,869.88,702.39,337.88,389.15,774.06,524.88,439.57,488.1,744.44,557.51,536.46,618.74,772.13,505.12,455.56,536.63,812.9,585.41,464.56,550.16,756.63,461.58,519.05,600.91,808.93,463.56,503.34,595.44,790.14,565.23,484.46,571.31,929,596.85,518.75,621.97,874.26,641.13,528.39,620.37,988.95,645.09,544.68,638.93,923.94,612.56
23,Madhya Pradesh,745.02,970.14,796.31,538.56,382.9,491.04,578.98,475.48,437.98,556.08,545.76,558.62,644.39,855.94,672.68,484.03,578.87,767.31,630.01,461.87,508.41,682.6,678.57,459.53,654.01,817.46,714.88,479.27,638.56,852.95,753.4,562.89,592.69,748.86,644.47,546.86,718.3,920.77,734.12,586.12,666.04,858.95,726.38,601.45,713.28,911.32,785.03,525.51
24,Gujrat,"2,769.85","3,323.04","2,967.19",572.28,"1,655.66","2,042.77","2,074.08",609.29,"1,739.55","2,081.72","1,952.49",353.97,"2,183.06","2,703.74","2,310.17",431.68,"2,000.89","2,499.95","2,507.44",547.96,"2,044.98","2,491.30","2,732.34",511.33,"2,265.19","2,773.34","2,951.96",506.39,"2,657.94","3,207.78","3,078.37",624.89,"2,144.51","2,551.92","2,165.31",474.18,"2,430.91","2,960.16","2,613.78",611.47,"2,478.13","3,007.46","2,768.51",618.66,"2,563.01","3,080.66","3,112.90",401.1
25,Daman and Diu,0.17,0.21,0.36, -   ,0.05,0.05,0.07, -   ,0.1,0.1,0.12, -   ,0.17,0.21,0.05, -   ,0.11,0.1,0.65,0,0.04,0.04,0.05, -   ,0.01,0.01,0.08, -   ,0.03,0.03,0.05, -   ,0.08,0.09,1.4, -   ,0.04,0.04,0.09, -   ,0.03,0.03,0.16, -   ,0.04,0.05,0.16, -   
26,Dadra and Nagar Haveli,35.76,45.58,210.7,0.06,28.04,34.75,165.55,0.09,38.72,46.76,157.24,0.08,33.05,42.31,151.51,0.04,29.28,40.26,184.04,0.1,35.65,46.27,221.71,0.15,33.53,48.48,186.49,0.07,33.53,47.14,189.17,0.33,30.63,40.25,159.63,1.36,35.31,46,197.87,0.53,37.03,47.97,174.4,0.52,40.03,50.8,192.02,0.68
27,Maharastra,"5,900.29","7,029.04","8,012.67","1,070.62","3,760.78","4,433.19","4,360.53","1,010.93","3,814.76","4,411.37","4,553.30",942.43,"5,133.11","6,092.96","6,605.47","1,067.73","4,114.79","5,068.31","4,974.45","1,017.09","4,382.97","5,397.04","5,690.15","1,114.04","4,981.68","6,058.63","7,298.97","1,015.63","5,089.14","6,157.54","6,108.24","1,301.34","5,516.25","6,469.50","6,259.66","1,346.13","5,319.45","6,360.44","7,687.46","1,337.05","5,426.85","6,379.42","6,122.46","1,493.86","5,803.34","6,658.66","6,467.73","1,375.48"
29,Karnataka,"2,438.17","3,064.05","3,570.32",882.87,"1,229.73","1,538.50","2,156.76",828.88,"1,237.19","1,501.72","2,119.16",245.02,"1,797.44","2,263.53","2,393.74",281.8,"1,789.71","2,284.47","2,551.26",804.02,"1,798.44","2,312.33","2,712.04",959.89,"1,890.91","2,449.91","3,041.36",876.67,"2,044.08","2,632.66","3,400.37",970.97,"1,895.64","2,409.75","3,029.08","1,000.41","2,195.53","2,835.47","3,644.53",920.74,"2,177.58","2,678.54","3,393.69",926.51,"2,202.46","2,688.59","3,088.67",770.4
30,Goa,107.41,146.84,143.85,2.62,52.01,74.46,101.52,0.97,65.5,84.45,105.09,1.29,76.57,104.99,120.7,1.09,63.28,92.37,128.26,1.11,71.35,100.25,145.64,1.36,80.46,109.14,125.53,2.31,99.03,138.31,278.54,2.14,103.64,143.73,342.52,1.91,111.82,155.49,124.28,2.59,92.95,123.79,145.04,2.05,107.22,143.84,132.99,1.9
31,Lakshadweep,1.62,1.76,0.34, -   ,0.09,0.15,0.03, -   ,0.18,0.18,0.11,0,0.45,0.48,0.03, -   ,0.6,0.65,0.06, -   ,0.16,0.16,0.02, -   ,0.98,1,0.09, -   ,1.04,1.08,0.14, -   ,0.69,0.66,0.08, -   ,0.99,1.03,0.05, -   ,0.3,0.45,0.06, -   ,0.93,0.94,0.21, -   
32,Kerala,796.31,"1,075.88",582.3,11.83,319.92,477.18,346.99,2.43,313.19,438.46,244.61,2.12,522.62,750.57,399.1,2.86,494.29,710.69,404.19,2.76,574.56,846.11,339.65,3.65,631.31,916.14,375.35,8.91,651.16,894.51,573.13,9.92,643.12,870.43,376.12,5.7,752.75,"1,056.32",651.43,21.38,706.36,927.57,434.7,5.86,694.9,923.53,467.8,2.98
33,Tamil Nadu,"2,294.03","3,121.79","3,022.38",411.17,"1,325.49","1,764.11","1,834.61",667.52,"1,152.64","1,499.14","1,395.94",331.89,"1,722.26","2,257.01","1,764.38",558.47,"1,857.14","2,460.30","2,048.17",694.32,"1,903.14","2,604.47","2,568.17",765.85,"2,011.24","2,690.51","2,376.95",563.68,"1,958.49","2,708.36","2,573.63",554.48,"1,712.30","2,229.32","2,083.51",610.2,"2,089.74","2,812.13","2,421.11",656.63,"1,907.21","2,525.01","2,299.17",661.81,"2,081.36","2,768.83","2,572.77",599.57
34,Puducherry,22.03,34.98,112.2,0.28,11.67,17.3,93.75,0.4,12.84,20.48,70.55,0.22,18.97,32.89,76.67,0.08,17.49,30.93,107.5,0.45,18.68,31.37,109.62,0.45,19.34,33.95,98.06,0.46,18.43,30.2,123.11,0.51,18.9,30.24,97.19,0.64,22.48,38.72,106.77,1.28,22.26,32.45,123.5,0.17,26.1,32.84,103.98,0.42
35,Andaman and Nicobar Island,23.94,32.09,4.56,0.01,19.42,25.84,3.04,0,4.25,5.62,1.66,0.01,5.93,10.09,2.49,0.06,7.7,10.52,1.57,0.04,6.56,10.91,2.11,0.02,6.87,11.69,7.31,0,7.41,9.79,6.97,0.02,10.22,12.93,2.7,0.02,11.05,14.64,2.98,0.01,8.39,11.57,2.02,0.03,10.42,14.17,2.27,0.04
36,Telangana,"1,121.66","1,460.28","1,251.08",429.13,622.63,856.3,904.67,600.76,662.31,872.76,850.31,459.8,855.69,"1,151.57","1,101.58",500.72,855.52,"1,123.09","1,041.72",505.2,876.99,"1,170.34",967.76,478.48,928.02,"1,277.77","1,141.98",506.35,952.04,"1,310.37","1,119.00",549.73,935.93,"1,252.41","1,019.71",552.16,"1,055.72","1,424.16","1,375.14",604.96,979.77,"1,283.76","1,219.45",630.2,"1,083.77","1,419.98","1,246.01",492.38
37,Andhra Pradesh,804.04,"1,079.07","1,192.56",269.62,431.5,611.37,856.47,174.56,512.11,653.82,784.26,100.57,669.41,927.77,956.19,176.97,626.61,867.83,956.48,140.57,619.09,849.06,943.15,183.22,742.39,983.57,957.26,195.78,639.46,899.5,999.74,210.93,602,805.07,937.39,187.94,713.03,952.17,"1,058.11",108.01,707.92,931.88,"1,204.19",313.29,776.83,"1,006.23","1,092.09",299.3
38,Ladakh,12.02,15.33,3.44,0.02,1.81,3.05,0.45,0,2.13,2.94,0.99, -   ,4.44,6.08,2.43,0,4.73,6.05,3.57,0,5.2,6.81,3.21,0.01,6.55,9.15,3.5,0,4.63,5.9,2.83,0.05,5.81,7.32,2.03,0.07,13.31,17.71,3.86,0.28,5.56,7.59,2.17,0.25,9.44,11.33,2.72, -   
97,Other Territory,19.25,23.49,115.89,0,4.79,7.96,108.51,0,6.32,8.27,112.8,0,7.97,9.08,123.5,0,5.88,6.57,96.05,0,8.28,9.41,114.55,0,9.65,10.38,117.12,0,3.44,3.4,88.35,0,7.99,11.18,120.53, -   ,8.11,14.53,121.39, -   ,7.1,9.15,119.44, -   ,10.76,12.97,125.64, -   
99,CBIC, -   , -   ,142.33, -   , -   , -   ,140.81, -   , -   , -   ,163.69, -   , -   , -   ,161.38, -   , -   , -   ,213.82, -   , -   , -   ,191.34, -   , -   , -   ,189.14, -   , -   , -   ,179.51, -   , -   , -   ,186.34, -   , -   , -   ,216.2, -   , -   , -   ,166.51, -   , -   , -   ,169.86, -   
