Code,State,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS,CGST,SGST,IGST,CESS
11,Sikkim,31.68,48.38,183.65,0.11,17.4,22.85,238.21,0.18,15.47,20.03,220.79,0.08,15.59,21.98,211.29,0.02,14.11,18.88,213.9,0.01,14.68,20.5,249.51,0.05,21.56,26.35,217.27,0.02,17.8,22.7,168.79,0.13,15.58,19.67,255.01,0.05,18.75,24.93,240.14,0.18,21.61,27.33,216.04,0.06,,,,
12,Arunachal Pradesh,79.97,93.2,22.82,0.22,31.52,41.17,8.82,0.12,19.55,28.08,10.71,0.18,22.58,29.44,13.13,0.26,21.57,28.55,9.02,0.16,21.55,32.55,9.63,0.18,22.76,29.28,12.57,0.22,22.34,29.12,10.81,0.13,24.61,32.32,10.26,0.03,29.79,38.8,12.28,0.11,29.07,39.71,9.09,0.15,,,,
13,Nagaland,22.22,28.29,12.03,5.5,14.96,18.55,11.24,4.38,10.11,13.45,7.74,2.28,10.86,13.64,12.06,5.09,10.79,13.34,10.13,3.46,17.3,21.17,7.96,2.68,14.2,16.27,11.44,1.36,10.3,13.27,8.08,1.85,14.73,20.09,6.4,2.49,19.27,23.29,9.18,3.45,13.66,21.89,13.01,5.11,,,,
14,Manipur,25.9,35.67,6.8,0.6,17.45,25.94,3.86,0.21,14.62,20.68,3.43,0.06,16.9,23.74,4.18,0.19,12.12,17.54,4.84,0.04,14.24,18.94,5.26,0.03,18.56,23.33,7.47,0.14,16.76,24.6,9.04,0.04,16.16,25.39,4.08,0.03,24.94,37.08,4.49,0.54,23.59,34.77,5.33,0.03,,,,
15,Mizoram,17.28,24.49,4.48,0.09,8.84,14.38,1.77,0.01,8.71,14.31,2.75,0.08,9.89,13.72,2.96,0.03,10.78,14.29,3.19,0.05,9.13,12,2.76,0.04,8.58,11.88,3.99,0.02,8.35,12.11,3.32,0.01,7.66,12.94,2.11,0.04,14.33,26.28,2.91,0.16,20.92,33.01,3.62,0.03,,,,
16,Tripura,40.63,53.61,12.04,0.58,23.44,33.84,7.8,0.25,20.75,28,13.84,0.4,23.83,32.59,6.95,0.1,20.58,26.59,8.43,0.22,24.12,31.5,8.93,0.22,27.66,36.06,12.05,0.45,22.64,29.59,7.11,0.27,30.81,38.72,8.15,0.04,31.63,39.92,9.11,0.31,30.22,39.2,9.74,0.15,,,,
17,Meghalaya,48.83,58.17,117.66,2.04,29.89,38.21,103.77,2.59,25.48,30.62,91.82,4.67,25.3,31.81,80.12,1.1,26.59,31.82,88.18,0.78,30.61,36.13,93.49,0.85,34.54,38.28,89.59,1.46,27.44,33.28,100.03,1.05,32.47,40.99,96.41,1.51,40.86,52.32,92.17,1.87,33.39,43.86,111.15,0.87,,,,
18,Assam,429.75,553.31,295.52,33.94,304.76,414.38,300.08,42.96,288.73,376.74,265.03,41.57,294.03,382.34,302.37,61.75,323.19,411.13,269.13,51.72,334.97,424.41,362.08,35.37,323.26,424.73,425.01,70.95,302.46,391.7,343.61,42.72,324.05,405.78,366.37,53.86,353.03,484.5,342.71,65.51,334.16,424.74,283.85,67.78,,,,
19,West Bengal,"1,734.28","2,155.35","1,377.17",377.04,"1,396.91","1,782.84","1,322.24",393.8,"1,280.52","1,630.56","1,061.55",358.77,"1,301.46","1,663.87","1,135.51",340.39,"1,500.93","1,739.51","1,089.35",269.75,"1,488.67","1,778.42","1,156.85",380.39,"1,575.46","1,931.53","1,507.60",352.11,"1,312.80","1,615.48","1,132.22",310.96,"1,380.44","1,661.28","1,148.25",392.84,"1,527.82","1,863.85","1,239.40",343.61,"1,503.70","1,803.19","1,226.98",421.55,,,,
20,Jharkhand,573.46,773.85,"1,226.79",525.98,443.82,607.97,963.42,452.86,408.77,577.79,824.36,504.23,444.86,553.78,992.97,522.12,442.67,566.52,"1,104.19",482.04,442.79,580.78,"1,035.93",403.2,507.23,668.79,942.51,381.3,442.81,617.62,"1,064.19",426.19,473.71,615,951.43,495.54,549.34,714.53,"1,136.28",532.22,562.3,757.06,"1,098.22",544.22,,,,
21,Odisha,"1,381.00","1,714.78","1,092.05",722.4,978.25,"1,174.02","1,105.51",697.97,"1,063.33","1,247.63",847.93,806.39,959.04,"1,111.69",872.98,707.9,871.95,"1,019.81","1,252.07",740.07,770.86,938.18,"1,337.61",718.52,856.48,"1,058.48","1,139.59",714.89,845.79,"1,014.82","1,577.15",724.5,856.46,"1,033.36","1,212.43",752.04,"1,056.42","1,260.34","1,163.66",775.17,"1,012.89","1,205.89","1,508.96",791.61,,,,
22,Chattisgarh,665.61,787.74,865.32,658.58,508.34,604.47,938.4,576.21,533.74,628.26,977,635.41,540.49,636.53,926.77,591.17,480.02,558.45,869.19,533.96,434.54,504.73,841.15,488.71,478.98,565.2,834.59,449.61,462.02,552.64,910.16,523.65,512,588.23,897.89,587.24,572.17,680.9,871.48,670.91,539.96,657.77,"1,122.82",688.71,,,,
23,Madhya Pradesh,850.2,"1,102.12",876.76,510.31,603.24,833.01,752.36,557.87,583.13,809.89,808.68,635.66,661.46,902.21,828.16,574.19,615.21,805.1,775.36,618.59,599.53,769.13,753.42,589.1,634.98,840.68,900.19,544.34,706.66,916.86,707.39,558.81,733.4,911.41,824.79,608.95,816.84,"1,029.33",907.28,594.31,792.85,973.62,818.25,649.82,,,,
24,Gujrat,"3,303.49","3,901.62","3,578.04",480.97,"2,634.17","3,097.14","3,053.15",536.88,"2,454.92","2,967.56","3,252.83",531.27,"2,527.00","3,036.04","3,085.08",534.43,"2,346.33","2,818.00","3,017.91",502.05,"2,329.40","2,808.04","3,356.73",525.89,"2,451.32","3,015.26","3,461.02",541.47,"2,583.10","3,109.07","3,056.62",584.61,"2,574.07","3,067.59","2,971.47",625.19,"2,768.12","3,328.03","3,262.00",650.48,"2,658.26","3,215.75","3,034.40",665.87,,,,
25,Daman and Diu,0.04,0.04,0.09,  -    ,0.13,0.13,0.18, -   ,0.03,0.03,0.21, -   ,0.01,0.01,0.13, -   ,0.03,0.03,0.83, -   ,0.01, -   ,0.07, -   ,0.01,0.01,0.1, -   ,0.03,0.03,0.14, -   ,0.13,0.02,0.07, -   ,0.02,0.02,0.17, -   ,0.01,0.01,0.09, -   ,,,,
26,Dadra and Nagar Haveli,46.51,59.06,273.74,1.27,43.08,55.13,199.51,2.26,55.71,67.23,225.34,1.41,38.49,51.08,222.81,0.99,39.27,50.06,219.83,0.93,38.67,47.51,225.21,0.48,37.64,50.87,190.01,0.26,36.1,46.23,221.08,0.93,42.85,51.41,222.96,0.1,39.06,49.54,222.78,1.22,40.64,52.23,189.98,0.39,,,,
27,Maharastra,"7,305.65","8,573.00","9,884.70","1,731.29","5,650.29","6,607.17","6,530.69","1,524.63","6,184.24","7,409.87","7,108.14","1,639.17","5,524.67","6,578.04","8,248.54","1,777.46","5,211.34","6,071.41","6,162.50","1,417.57","5,794.85","6,803.36","7,247.78","1,556.84","5,761.79","6,827.22","8,805.38","1,642.86","5,828.63","6,780.17","7,289.38","1,712.33","6,472.84","7,519.13","7,894.07","1,712.07","6,454.59","7,420.48","8,831.81","1,805.72","6,204.49","7,319.61","7,072.00","1,753.31",,,,
29,Karnataka,"2,859.52","3,520.29","4,354.76","1,085.43","2,111.77","2,658.02","3,408.40","1,053.85","2,069.87","2,589.90","3,241.16",943.96,"2,233.33","2,808.12","3,543.11","1,210.04","2,297.13","2,840.90","3,451.11",993.86,"2,230.65","2,778.74","3,706.50","1,044.58","2,342.90","2,968.77","4,453.47","1,231.20","2,241.31","2,861.04","3,958.75","1,177.36","2,374.13","2,950.47","3,607.08","1,128.89","2,641.77","3,282.91","4,374.15","1,023.19","2,451.55","3,042.81","3,940.93","1,373.87",,,,
30,Goa,134.01,183.7,148.98,3.09,125.94,167.24,163.48,4.13,109.79,154.2,160.45,4.2,112.94,153.19,162.92,3.44,105.03,139.59,129.56,1.32,119.79,158.79,148.51,2.39,112.31,154.31,149.6,3.34,120.32,160.92,163.37,2.73,125.81,162.79,168.83,2.71,158.29,214.46,212.02,4.82,140.62,180.31,168.32,3.31,,,,
31,Lakshadweep,1.19,1.77,0.08,  -    ,0.31,0.33,0.03, -   ,0.15,0.41,0.08, -   ,0.7,0.89,0.03, -   ,0.15,0.16,0.05, -   ,1.4,1.41,0.11, -   ,0.47,1.03,0.85, -   ,0.13,0.18,0.17, -   ,0.41,0.45,0.06, -   ,0.59,0.62,0.97, -   ,1.33,1.37,0.29, -   ,,,,
32,Kerala,844.33,"1,153.07",686.4,5.21,697.48,952.62,411.4,2.56,730.7,981.77,442.2,6.23,742.78,"1,000.18",410.71,7.56,706.88,910.94,414.92,2.96,767.25,"1,015.12",460.25,3.35,777.96,"1,002.27",695.68,9.17,761.22,989.25,337.56,6.05,752.52,"1,005.39",417.15,10.28,879.32,"1,184.35",490.13,16.6,807.48,"1,051.55",464.58,2.07,,,,
33,Tamil Nadu,"2,595.96","3,440.26","2,924.95",762.98,"2,056.70","2,720.28","2,488.50",644.37,"2,042.37","2,682.24","2,623.90",678.74,"2,189.61","2,947.07","2,643.33",669.3,"2,240.05","2,956.35","2,411.60",778.3,"2,251.22","2,965.31","2,782.02",638.16,"2,328.64","3,124.26","3,366.18",720.62,"2,252.19","2,966.23","2,655.55",677.47,"2,225.10","2,854.59","2,599.97",644.59,"2,365.18","3,110.61","2,755.18",578.23,"2,346.19","3,161.86","2,581.50",684.37,,,,
34,Puducherry,27.92,44.95,132.3,0.59,21.84,33.31,125.56,0.41,24.61,37.94,119.72,0.18,25.27,39.11,133.49,0.52,26.09,37.53,136.45,0.15,25.7,39.69,122.22,0.82,25.38,38.32,139.38,0.63,24.05,37.59,147.29,0.43,23.78,35.7,131.65,0.58,26.99,42.24,148.15,2.82,26.44,39.72,121.94,0.04,,,,
35,Andaman and Nicobar Island,37.38,42.84,7.12,0.08,8.48,11.66,4.17,0.02,7.9,11.12,3.32,0.02,8.31,11.47,3.5,0.13,5.02,8.06,2.65,0.01,13.32,15.81,3.67,0.31,7.9,11.05,4.45,0.01,8.12,10.54,3.89,0.03,7.23,10.66,3.08,0.07,9.76,16.24,5.5,0.05,11.23,15.35,3.99,0.12,,,,
36,Telangana,"1,271.06","1,662.97","1,524.18",497.15,942.49,"1,244.99","1,250.89",543.3,932.8,"1,241.44","1,143.25",583.97,"1,234.98","1,562.39","1,275.93",474.16,894.78,"1,182.75","1,269.60",523.89,975.62,"1,289.17","1,139.90",510.06,990.42,"1,353.92","1,413.30",526.39,"1,030.60","1,388.30","1,286.60",522.54,"1,052.69","1,361.11","1,214.74",549.36,"1,159.52","1,576.56","1,427.89",577.04,"1,088.63","1,429.93","1,306.85",598.52,,,,
37,Andhra Pradesh,"1,002.93","1,294.48","1,388.74",380.97,742.18,972.51,945.11,386.9,739.75,965.12,"1,026.83",254.81,829.8,"1,081.57","1,170.92",326.67,765.97,996.86,"1,133.78",275.95,758.91,987.76,"1,106.97",277.88,793.83,"1,049.08","1,421.34",315.04,741.27,978.05,"1,127.12",287.11,756.99,972.23,"1,162.86",290.33,840.83,"1,133.24","1,277.88",182.71,792.12,"1,030.71","1,249.36",485.15,,,,
38,Ladakh,19.09,23.34,4.51,0.24,4.15,6.66,1.49,0.13,4.39,6.25,2.56,0.01,6.93,9.14,3.88,0.04,6.55,8.98,3.6,0.03,6.76,8.76,3.79, -   ,11.25,18.27,3.82,0.11,17.84,29.26,2.76,0.09,9.96,12.68,2.79,0.08,17.06,23.87,5.09,0.07,9.78,12.58,1.82,0.04,,,,
97,Other Territory,17.1,19.14,179.88,  -    ,10.86,12.3,161.38, -   ,6.81,9.51,188.97, -   ,6.98,10.47,198.99, -   ,7.26,13.47,202.91, -   ,7.63,12.86,181.67,0.01,13.73,19.49,194.17, -   ,9.49,16.94,157.25, -   ,14.31,20.54,214.15, -   ,11.65,16.81,213.19, -   ,5.75,13.49,191.51, -   ,,,,
99,CBIC,  -    ,  -    ,166.94,  -    , -   , -   ,140.29, -   , -   , -   ,143.42, -   , -   , -   ,161.76, -   , -   , -   ,205.01, -   , -   , -   ,182.12, -   , -   , -   ,140.19, -   , -   , -   ,153.59, -   , -   , -   ,178.63, -   , -   , -   ,173.21, -   , -   , -   ,153.67, -   ,,,,
